REDE;SUBREDE;TIPO;CÓDIGO;CLIENTE;BAIRRO;CIDADE;CLASSE ;LATITUDE;LONGITUDE;PRODUTO;VENDA;DEVOLUÇÃO;% DEV
COMETA;-;REDE;10946;COMETA (CENTRO);CARLITO PAMPLONA;FORTALEZA;C;-3.7216531;-38.540229;RICOTA VALE MILK 200G;R$ 164,25;R$ 53,27;32,43%
COMETA;-;REDE;10947;COMETA (MESSEJANA);MESSEJANA;FORTALEZA;B;-3.8194224;-38.4817816;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 118,34;R$ 32,66;27,60%
COMETA;-;REDE;10947;COMETA (MESSEJANA);MESSEJANA;FORTALEZA;B;-3.8194224;-38.4817816;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 147,87;R$ 57,66;38,99%
COMETA;-;REDE;10947;COMETA (MESSEJANA);MESSEJANA;FORTALEZA;B;-3.8194224;-38.4817816;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 118,62;R$ 59,97;50,56%
COMETA;-;REDE;10947;COMETA (MESSEJANA);MESSEJANA;FORTALEZA;B;-3.8194224;-38.4817816;RICOTA VALE MILK 200G;R$ 96,38;R$ 33,83;35,10%
COMETA;-;REDE;10948;COMETA (MONDUBIM);MONDUBIM;FORTALEZA;C;-3.81050075;-38.57394099;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 159,59;R$ 32,02;20,06%
COMETA;-;REDE;10948;COMETA (MONDUBIM);MONDUBIM;FORTALEZA;C;-3.81050075;-38.57394099;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 109,33;R$ 41,01;37,51%
COMETA;-;REDE;10948;COMETA (MONDUBIM);MONDUBIM;FORTALEZA;C;-3.81050075;-38.57394099;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 167,13;R$ 39,89;23,87%
COMETA;-;REDE;10948;COMETA (MONDUBIM);MONDUBIM;FORTALEZA;C;-3.81050075;-38.57394099;RICOTA VALE MILK 200G;R$ 70,63;R$ 74,03;104,82%
REDE UNIFORCA;VARIEDADES SUPERMERCADO;SUBREDE;10974;VARIEDADES SUPERMERCADOS - LJ 03;CIGANA;CAUCAIA;C;-3.74187233;-38.65717313;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 127,28;R$ 0,00;0,00%
REDE UNIFORCA;VARIEDADES SUPERMERCADO;SUBREDE;10974;VARIEDADES SUPERMERCADOS - LJ 03;CIGANA;CAUCAIA;C;-3.74187233;-38.65717313;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 122,18;R$ 0,00;0,00%
REDE UNIFORCA;VARIEDADES SUPERMERCADO;SUBREDE;10974;VARIEDADES SUPERMERCADOS - LJ 03;CIGANA;CAUCAIA;C;-3.74187233;-38.65717313;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 88,20;R$ 0,00;0,00%
CENTERBOX;-;REDE;10977;CENTERBOX - PRQ IRACEMA;PARQUE IRACEMA;FORTALEZA;C;-3.80290818;-38.49478307;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 79,09;R$ 0,00;0,00%
CENTERBOX;-;REDE;10977;CENTERBOX - PRQ IRACEMA;PARQUE IRACEMA;FORTALEZA;C;-3.80290818;-38.49478307;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 229,63;R$ 0,00;0,00%
CENTERBOX;-;REDE;10977;CENTERBOX - PRQ IRACEMA;PARQUE IRACEMA;FORTALEZA;C;-3.80290818;-38.49478307;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 88,45;R$ 0,00;0,00%
CENTERBOX;-;REDE;10977;CENTERBOX - PRQ IRACEMA;PARQUE IRACEMA;FORTALEZA;C;-3.80290818;-38.49478307;RICOTA VALE MILK 200G;R$ 79,69;R$ 16,78;21,06%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;10978;SUPER PORTUGAL - JOAQUIM TAVORA;JOAQUIM TAVORA;FORTALEZA;A;-3.74863598;-38.51500582;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 116,10;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;10978;SUPER PORTUGAL - JOAQUIM TAVORA;JOAQUIM TAVORA;FORTALEZA;A;-3.74863598;-38.51500582;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 112,34;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;10978;SUPER PORTUGAL - JOAQUIM TAVORA;JOAQUIM TAVORA;FORTALEZA;A;-3.74863598;-38.51500582;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 125,55;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;10978;SUPER PORTUGAL - JOAQUIM TAVORA;JOAQUIM TAVORA;FORTALEZA;A;-3.74863598;-38.51500582;RICOTA VALE MILK 200G;R$ 111,07;R$ 0,00;0,00%
REDE INTEGRADA;SUPER PRECO BOM;SUBREDE;11069;SUPER PRECO BOM - ARATURI;ARATURI;CAUCAIA;C;-3.76838301;-38.63246723;RICOTA VALE MILK 200G;R$ 28,42;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;11163;COMPREMAX - ICARAI;ICARAI;CAUCAIA;C;-3.67322246;-38.67026304;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 157,58;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;11163;COMPREMAX - ICARAI;ICARAI;CAUCAIA;C;-3.67322246;-38.67026304;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 219,35;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;11163;COMPREMAX - ICARAI;ICARAI;CAUCAIA;C;-3.67322246;-38.67026304;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 280,26;R$ 100,13;35,73%
REDE PARCERIA;COMPRE MAX;SUBREDE;11163;COMPREMAX - ICARAI;ICARAI;CAUCAIA;C;-3.67322246;-38.67026304;RICOTA VALE MILK 200G;R$ 227,61;R$ 26,84;11,79%
REDE PARCERIA;MAE RAINHA;SUBREDE;11220;MAE RAINHA - MARACANAU;PAJUCARA;MARACANAU;C;-3.85564449;-38.5796747;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 162,11;R$ 0,00;0,00%
REDE PARCERIA;MAE RAINHA;SUBREDE;11220;MAE RAINHA - MARACANAU;PAJUCARA;MARACANAU;C;-3.85564449;-38.5796747;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 190,88;R$ 0,00;0,00%
REDE PARCERIA;MAE RAINHA;SUBREDE;11220;MAE RAINHA - MARACANAU;PAJUCARA;MARACANAU;C;-3.85564449;-38.5796747;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 121,95;R$ 0,00;0,00%
REDE PARCERIA;MAE RAINHA;SUBREDE;11220;MAE RAINHA - MARACANAU;PAJUCARA;MARACANAU;C;-3.85564449;-38.5796747;RICOTA VALE MILK 200G;R$ 72,00;R$ 0,00;0,00%
REDE POUPE MAX;SUPER GENTILANDIA;SUBREDE;11308;SUPER GENTILANDIA - JOAO XXIII;JOAO XXIII;FORTALEZA;C;-3.76766389;-38.58719909;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 42,57;R$ 0,00;0,00%
REDE POUPE MAX;SUPER GENTILANDIA;SUBREDE;11308;SUPER GENTILANDIA - JOAO XXIII;JOAO XXIII;FORTALEZA;C;-3.76766389;-38.58719909;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 41,00;R$ 0,00;0,00%
REDE POUPE MAX;SUPER GENTILANDIA;SUBREDE;11308;SUPER GENTILANDIA - JOAO XXIII;JOAO XXIII;FORTALEZA;C;-3.76766389;-38.58719909;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 87,30;R$ 0,00;0,00%
REDE POUPE MAX;SUPER GENTILANDIA;SUBREDE;11308;SUPER GENTILANDIA - JOAO XXIII;JOAO XXIII;FORTALEZA;C;-3.76766389;-38.58719909;RICOTA VALE MILK 200G;R$ 55,97;R$ 0,00;0,00%
REDE PARCERIA;ANALI;SUBREDE;11313;ANALI - MARACANAU;LUZARDO VIANA;MARACANAU;C;-3.86054514;-38.63646879;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 78,40;R$ 0,00;0,00%
REDE PARCERIA;ANALI;SUBREDE;11313;ANALI - MARACANAU;LUZARDO VIANA;MARACANAU;C;-3.86054514;-38.63646879;RICOTA VALE MILK 200G;R$ 26,10;R$ 0,00;0,00%
-;CANTINHO DAS FRUTAS;SUBREDE;11334;CANTINHO DAS FRUTAS - SMALL;IPARANA;CAUCAIA;C;-3.69321003;-38.61875114;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 58,48;R$ 99,41;169,99%
-;CANTINHO DAS FRUTAS;SUBREDE;11334;CANTINHO DAS FRUTAS - SMALL;IPARANA;CAUCAIA;C;-3.69321003;-38.61875114;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 40,59;R$ 103,32;254,55%
-;CANTINHO DAS FRUTAS;SUBREDE;11334;CANTINHO DAS FRUTAS - SMALL;IPARANA;CAUCAIA;C;-3.69321003;-38.61875114;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 43,20;R$ 33,84;78,33%
-;CANTINHO DAS FRUTAS;SUBREDE;11334;CANTINHO DAS FRUTAS - SMALL;IPARANA;CAUCAIA;C;-3.69321003;-38.61875114;RICOTA VALE MILK 200G;R$ 26,10;R$ 83,17;318,66%
REDE PARCERIA;MIRELLY;SUBREDE;11412;MIRELLY - CONJ CEARA;CONJUNTO CEARA;FORTALEZA;C;-3.75761186;-38.61031199;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 85,57;R$ 81,30;95,01%
REDE PARCERIA;MIRELLY;SUBREDE;11412;MIRELLY - CONJ CEARA;CONJUNTO CEARA;FORTALEZA;C;-3.75761186;-38.61031199;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 79,13;R$ 18,51;23,39%
REDE PARCERIA;MIRELLY;SUBREDE;11412;MIRELLY - CONJ CEARA;CONJUNTO CEARA;FORTALEZA;C;-3.75761186;-38.61031199;RICOTA VALE MILK 200G;R$ 27,84;R$ 0,00;0,00%
REDE POUPE MAX;SUPER GENTILANDIA;SUBREDE;11455;SUPER GENTILANDIA - BENFICA;BENFICA;FORTALEZA;B;-3.7451759;-38.5402234;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 333,68;R$ 64,58;19,35%
REDE POUPE MAX;SUPER GENTILANDIA;SUBREDE;11455;SUPER GENTILANDIA - BENFICA;BENFICA;FORTALEZA;B;-3.7451759;-38.5402234;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 240,26;R$ 0,00;0,00%
REDE POUPE MAX;SUPER GENTILANDIA;SUBREDE;11455;SUPER GENTILANDIA - BENFICA;BENFICA;FORTALEZA;B;-3.7451759;-38.5402234;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 265,50;R$ 55,08;20,75%
REDE POUPE MAX;SUPER GENTILANDIA;SUBREDE;11455;SUPER GENTILANDIA - BENFICA;BENFICA;FORTALEZA;B;-3.7451759;-38.5402234;RICOTA VALE MILK 200G;R$ 84,68;R$ 0,00;0,00%
REDE PARCERIA;ANALI;SUBREDE;11546;ANALI - NOVO MARANGUAPE;NOVO MARANGUAPE I;MARANGUAPE;C;-3.87590534;-38.67060875;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 40,00;R$ 0,00;0,00%
REDE PARCERIA;ANALI;SUBREDE;11546;ANALI - NOVO MARANGUAPE;NOVO MARANGUAPE I;MARANGUAPE;C;-3.87590534;-38.67060875;RICOTA VALE MILK 200G;R$ 26,10;R$ 0,00;0,00%
MIX MATEUS;-;REDE;11622;MATEUS - CAUCAIA;PARQUE GUADALAJARA (JUREMA);CAUCAIA;C;-3.76132708;-38.61643438;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 417,46;R$ 0,00;0,00%
MIX MATEUS;-;REDE;11622;MATEUS - CAUCAIA;PARQUE GUADALAJARA (JUREMA);CAUCAIA;C;-3.76132708;-38.61643438;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 260,27;R$ 0,00;0,00%
MIX MATEUS;-;REDE;11622;MATEUS - CAUCAIA;PARQUE GUADALAJARA (JUREMA);CAUCAIA;C;-3.76132708;-38.61643438;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 392,37;R$ 0,00;0,00%
MIX MATEUS;-;REDE;11622;MATEUS - CAUCAIA;PARQUE GUADALAJARA (JUREMA);CAUCAIA;C;-3.76132708;-38.61643438;RICOTA VALE MILK 200G;R$ 196,09;R$ 0,00;0,00%
REDE PARCERIA;SUPER LUA;SUBREDE;11645;SUPER LUA - AREIA BRANCA;MUCURIPE;FORTALEZA;C;-3.72712807;-38.47527325;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 77,08;R$ 0,00;0,00%
REDE PARCERIA;SUPER LUA;SUBREDE;11645;SUPER LUA - AREIA BRANCA;MUCURIPE;FORTALEZA;C;-3.72712807;-38.47527325;RICOTA VALE MILK 200G;R$ 56,84;R$ 0,00;0,00%
-;-;VAREJO;11666;MERCADINHO BOM PREÇO;NOVA METROPOLE;CAUCAIA;C;-3.76979132;-38.6548591;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 39,56;R$ 0,00;0,00%
-;-;VAREJO;11666;MERCADINHO BOM PREÇO;NOVA METROPOLE;CAUCAIA;C;-3.76979132;-38.6548591;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 20,09;R$ 0,00;0,00%
-;-;VAREJO;11666;MERCADINHO BOM PREÇO;NOVA METROPOLE;CAUCAIA;C;-3.76979132;-38.6548591;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 20,25;R$ 0,00;0,00%
-;-;VAREJO;11666;MERCADINHO BOM PREÇO;NOVA METROPOLE;CAUCAIA;C;-3.76979132;-38.6548591;RICOTA VALE MILK 200G;R$ 11,89;R$ 0,00;0,00%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;11703;SUPERMERCADO VAREJAO - NOVO MONDUBIM;VILA MANOEL SATIRO;FORTALEZA;C;-3.81078567;-38.58550379;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 38,70;R$ 0,00;0,00%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;11703;SUPERMERCADO VAREJAO - NOVO MONDUBIM;VILA MANOEL SATIRO;FORTALEZA;C;-3.81078567;-38.58550379;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 39,36;R$ 0,00;0,00%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;11703;SUPERMERCADO VAREJAO - NOVO MONDUBIM;VILA MANOEL SATIRO;FORTALEZA;C;-3.81078567;-38.58550379;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 44,10;R$ 0,00;0,00%
REDE PARCERIA;SUPERMERCADO VAREJAO;SUBREDE;11703;SUPERMERCADO VAREJAO - NOVO MONDUBIM;VILA MANOEL SATIRO;FORTALEZA;C;-3.81078567;-38.58550379;RICOTA VALE MILK 200G;R$ 28,71;R$ 0,00;0,00%
MIX MATEUS;-;REDE;11733;MATEUS - JOSE WALTER;MONDUBIM;FORTALEZA;C;-3.8207176;-38.55885136;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 704,88;R$ 8,28;1,17%
MIX MATEUS;-;REDE;11733;MATEUS - JOSE WALTER;MONDUBIM;FORTALEZA;C;-3.8207176;-38.55885136;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 586,71;R$ 123,00;20,96%
MIX MATEUS;-;REDE;11733;MATEUS - JOSE WALTER;MONDUBIM;FORTALEZA;C;-3.8207176;-38.55885136;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 593,27;R$ 10,25;1,73%
MIX MATEUS;-;REDE;11733;MATEUS - JOSE WALTER;MONDUBIM;FORTALEZA;C;-3.8207176;-38.55885136;RICOTA VALE MILK 200G;R$ 592,99;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;11743;SUPER PORTUGAL- SAPIRANGA;SAPIRANGA;FORTALEZA;B;-3.79508034;-38.47443215;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 115,67;R$ 58,82;50,85%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;11743;SUPER PORTUGAL- SAPIRANGA;SAPIRANGA;FORTALEZA;B;-3.79508034;-38.47443215;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 111,52;R$ 24,36;21,84%
