REDE;SUBREDE;TIPO;CODIGO;CLIENTE;BAIRRO;CIDADE;CLASSE ;LATITUDE;LONGITUDE;PRODUTO;VENDA;DEVOLUCAO;% DEV;TROCA;% TROCA
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA  BANDEJA MORANGO VALEMILK 540G;R$ 280,00;R$ 96,00;34,29%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA BANDEJA MOR/SF VALEMILK 540G;R$ 200,00;R$ 64,00;32,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA BANDEJA MORANGO DIPAULA 510G;R$ 532,00;R$ 482,50;90,70%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE AMEIXA VALE MILK 900G;R$ 310,80;R$ 3,70;1,19%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE GOIABA VALE MILK 900G;R$ 177,60;R$ 3,70;2,08%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE GRAVIOLA VALE MILK 900G;R$ 222,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE MORANGO DIPAULA 900G;R$ 1.142,40;R$ 78,40;6,86%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE MORANGO VALE MILK 450G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE MORANGO VALE MILK 900G;R$ 310,80;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 450G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 900G;R$ 266,40;R$ 3,70;1,39%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;COALHADA DESNATADA VALE MILK 140G;R$ 71,30;R$ 13,80;19,35%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;COALHADA INTEGRAL VALE MILK 140G;R$ 110,40;R$ 6,90;6,25%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;DOCE DE LEITE VALE MILK 400G;R$ 663,60;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;DOCE DE LEITE ZERO LACT VALE MILK 300G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOG TRIPLO ZERO AMEIXA VALE MILK 170G;R$ 75,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOG TRIPLO ZERO MORANGO VALE MILK 170G;R$ 105,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOGURTE AMEIXA VALE MILK 170G;R$ 29,90;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOGURTE MORANGO VALE MILK 170G;R$ 27,60;R$ 9,20;33,33%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOGURTE MORANGO VALE MILK 900G;R$ 273,60;R$ 76,00;27,78%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOGURTE SALADA DE FRUTAS VALE MILK 170G;R$ 82,80;R$ 18,40;22,22%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;GAR IOGURTE SALADA DE FRUTAS VALE MILK 900G;R$ 136,80;R$ 83,60;61,11%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;IOGURTE BICAMADA MORANGO VALE MILK 130G;R$ 267,60;R$ 27,30;10,20%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;IOGURTE NATURAL DESNATADO VALE MILK 150G;R$ 62,50;R$ 10,00;16,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;IOGURTE NATURAL INTEGRAL VALE MILK 150G;R$ 300,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;IOGURTE NATURAL LAR/CEN/MEL VALE MILK 150G;R$ 60,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MANTEIGA DA TERRA VALE MILK 190G;R$ 153,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MANTEIGA GHEE VALE MILK 160G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MANTEIGA GHEE VALE MILK 3KG;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MANTEIGA VALE MILK 200G;R$ 662,40;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MANTEIGA VALE MILK 500G;R$ 240,00;R$ 55,50;23,13%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MISTURA DE REQUEIJAO LIGHT DIPAULA 200G;R$ 355,20;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MISTURA DE REQUEIJAO LIGHT DIPAULA 400G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MISTURA DE REQUEIJAO TRAD DIPAULA 200G;R$ 355,20;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;MISTURA DE REQUEIJAO TRAD DIPAULA 400G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;NATA COM SAL VALE MILK 200G;R$ 160,80;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO COALHO LIGHT VALE MILK 500G;R$ 470,26;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO COALHO TRAD VALE MILK 4KG;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO COALHO TRAD VALE MILK 500G;R$ 0,00;R$ 626,47;100%;R$ 0,00;0%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO COALHO ZERO LAC VALE MILK 500G;R$ 577,92;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 113,15;R$ 9,24;8,17%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 226,24;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 118,62;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO BISNAGA VALE MILK 400G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO LIGHT VALE MILK 200G;R$ 223,20;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO LIGHT VALE MILK 400G;R$ 768,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO TRAD VALE MILK 200G;R$ 148,80;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO TRAD VALE MILK 400G;R$ 108,00;R$ 189,00;175,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;REQUEIJAO ZERO LAC VALE MILK 200G;R$ 420,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;RICOTA VALE MILK 200G;R$ 255,56;R$ 5,24;2,05%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;COMPREMAX - MISTER HULL;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;Total;R$ 11.064,44;R$ 1.862,65;16,83%;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;151;Total;ANTONIO BEZERRA;FORTALEZA;B;-3.7392121;-38.5924565;;R$ 11.064,44;R$ 1.862,65;16,83%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA  BANDEJA MORANGO VALEMILK 540G;R$ 1.066,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA BANDEJA MOR/SF VALEMILK 540G;R$ 269,00;R$ 6,60;2,45%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA BANDEJA MORANGO DIPAULA 510G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE AMEIXA VALE MILK 900G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE GOIABA VALE MILK 900G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE GRAVIOLA VALE MILK 900G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE MORANGO DIPAULA 900G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE MORANGO VALE MILK 450G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE MORANGO VALE MILK 900G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 450G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;BEBIDA LACTEA DE SALADA DE FRUTA VALE MILK 900G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;COALHADA DESNATADA VALE MILK 140G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;COALHADA INTEGRAL VALE MILK 140G;R$ 39,60;R$ 11,00;27,78%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;DOCE DE LEITE VALE MILK 400G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;DOCE DE LEITE ZERO LACT VALE MILK 300G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOG TRIPLO ZERO AMEIXA VALE MILK 170G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOG TRIPLO ZERO MORANGO VALE MILK 170G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOGURTE AMEIXA VALE MILK 170G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOGURTE MORANGO VALE MILK 170G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOGURTE MORANGO VALE MILK 900G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOGURTE SALADA DE FRUTAS VALE MILK 170G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;GAR IOGURTE SALADA DE FRUTAS VALE MILK 900G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;IOGURTE BICAMADA MORANGO VALE MILK 130G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;IOGURTE NATURAL DESNATADO VALE MILK 150G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;IOGURTE NATURAL INTEGRAL VALE MILK 150G;R$ 158,40;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;IOGURTE NATURAL LAR/CEN/MEL VALE MILK 150G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MANTEIGA DA TERRA VALE MILK 190G;R$ 53,40;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MANTEIGA GHEE VALE MILK 160G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MANTEIGA GHEE VALE MILK 3KG;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MANTEIGA VALE MILK 200G;R$ 163,80;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MANTEIGA VALE MILK 500G;R$ 1.110,00;R$ 111,00;10,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MISTURA DE REQUEIJAO LIGHT DIPAULA 200G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MISTURA DE REQUEIJAO LIGHT DIPAULA 400G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MISTURA DE REQUEIJAO TRAD DIPAULA 200G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;MISTURA DE REQUEIJAO TRAD DIPAULA 400G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;NATA COM SAL VALE MILK 200G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO COALHO LIGHT VALE MILK 500G;R$ 189,42;R$ 17,38;9,18%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO COALHO TRAD VALE MILK 4KG;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO COALHO TRAD VALE MILK 500G;R$ 3.050,98;R$ 13,86;0,45%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO COALHO ZERO LAC VALE MILK 500G;R$ 359,92;R$ 19,10;5,31%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 76,11;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 318,57;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 175,95;R$ 0,00;0,00%;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;153;SUPER PORTUGAL - BRAGANCA;GRANJA PORTUGAL;FORTALEZA;C;-3.7807845;-38.5966783;REQUEIJAO BISNAGA VALE MILK 400G;R$ 0,00;R$ 0,00;0,00%;R$ 0,00;0,00%
